Name,Rating,Reviews,Company_Type,Head_Quarters,Company_Age,No_of_Employee
ADNOC Drilling,4.2,(39 Reviews),"Abu Dhabi,Abu Dhabi + 1 more",49 years old,"50001-100000
						employees
						(Global)",
NoPaperForms,3.7,(39 Reviews),"Gurgaon,Haryana + 3 more",4 years old,,
Structures Online,3.5,(39 Reviews),Noida,21 years old,"201-500
						employees
						(Global)",
Nissin Abc Logisti...,4.2,(39 Reviews),Private,Gurugram + 5 more,22 years old,"201-500
						employees
						(Global)"
Ryonan Electric,3.9,(39 Reviews),Gurgaon/Gurugram + 1 more,,,
Bhavna Corp.,3.3,(39 Reviews),"Noida,Uttar Pradesh + 1 more",8 years old,"201-500
						employees
						(Global)",
AONE OUTSOURCING S...,4.7,(39 Reviews),Private,"Ghaziabad,Uttar Pradesh + 2 more",10 years old,"51-200
						employees
						(India)"
Morris Garages,4.3,(39 Reviews),Halol + 13 more,"1001-5000
						employees
						(Global)",,
USPL World,3.8,(39 Reviews),Bengaluru + 8 more,6 years old,"501-1000
						employees
						(Global)",
Richter Themis Med...,3.3,(39 Reviews),Mumbai + 1 more,69 years old,"501-1000
						employees
						(Global)",
Jaina Marketing & ...,4.3,(39 Reviews),New Delhi + 9 more,,,
LKQ INDIA,4.3,(39 Reviews),"Bangalore/Bengaluru,Karnataka",13 years old,"50001-100000
						employees
						(Global)",
Neotia Getwel Heal...,3.6,(39 Reviews),Siliguri + 2 more,19 years old,,
Nims Hospital,4.1,(39 Reviews),Private,Thiruvananthapuram + 6 more,16 years old,"1001-5000
						employees
						(Global)"
Transocean,4.7,(39 Reviews),Private,Steinhausen + 4 more,101 years old,"1001-5000
						employees
						(Global)"
Ingenious e-Brain ...,3.3,(39 Reviews),Private,"Gurgaon/Gurugram,Haryana",9 years old,"51-200
						employees
						(Global)"
Goqii,3.5,(39 Reviews),Private,"Menlo Park,California + 7 more",7 years old,"51-200
						employees
						(Global)"
Apttus,4.3,(39 Reviews),Private,"San Mateo,California + 3 more",15 years old,"501-1000
						employees
						(Global)"
Thapar University,3.9,(39 Reviews),Private,Patiala + 2 more,65 years old,"501-1000
						employees
						(Global)"
Think Future Techn...,4.1,(39 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",15 years old,"201-500
						employees
						(Global)"
NTPC BHEL Power Pr...,4.6,(39 Reviews),Private,Chittoor + 9 more,13 years old,"51-200
						employees
						(Global)"
Eagle Software,3.5,(39 Reviews),Private,"Chennai,Tamil Nadu + 8 more",16 years old,"1001-5000
						employees
						(Global)"
Webdunia,3.6,(39 Reviews),Private,Indore + 1 more,21 years old,"201-500
						employees
						(Global)"
Servomax India,4.1,(39 Reviews),Private,Hyderabad + 7 more,39 years old,"201-500
						employees
						(Global)"
Realistic Realtors,3.5,(39 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",23 years old,"201-500
						employees
						(Global)"
S&T Interiors and ...,3.4,(39 Reviews),Private,Bengaluru + 4 more,44 years old,"5001-10000
						employees
						(Global)"
Universal Precisio...,3.6,(39 Reviews),Rohtak,15 years old,"51-200
						employees
						(Global)",
Nshm Udaan Skills,2.7,(39 Reviews),Private,Kolkata + 6 more,25 years old,"51-200
						employees
						(Global)"
Jaatvedas Construc...,4.0,(39 Reviews),Private,Mumbai + 2 more,21 years old,"201-500
						employees
						(Global)"
South India Krishn...,4.4,(39 Reviews),Private,New Delhi + 1 more,12 years old,"51-200
						employees
						(Global)"
Enoc,4.3,(39 Reviews),Private,Dubai + 1 more,28 years old,"5001-10000
						employees
						(Global)"
Bonatti,4.7,(39 Reviews),Private,Parma + 1 more,75 years old,"10001-50000
						employees
						(Global)"
ATG Tire,4.1,(39 Reviews),Mumbai + 4 more,71 years old,"1001-5000
						employees
						(Global)",
Cloud Big Data Tec...,3.7,(39 Reviews),Private,Dallas,37 years old,"501-1000
						employees
						(Global)"
Skylark Infra Engi...,4.1,(39 Reviews),Private,Gurgaon + 6 more,21 years old,"201-500
						employees
						(Global)"
Azara Secondary Sc...,4.2,(39 Reviews),Sikar + 4 more,,,
Riseoo,4.8,(39 Reviews),Private,"Noida,Uttar Pradesh + 1 more",1 years old,"11-50
						employees
						(Global)"
St. Xavier's Colle...,4.1,(39 Reviews),Private,Mumbai + 15 more,"201-500
						employees
						(Global)",
Quality Care,4.4,(39 Reviews),Private,"Hyderabad,Telangana + 1 more",41 years old,
Frontizo Business ...,3.3,(39 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",9 years old,"501-1000
						employees
						(Global)"
Plan International,4.0,(39 Reviews),Private,Surrey + 10 more,42 years old,"5001-10000
						employees
						(Global)"
ClassKlap,3.4,(39 Reviews),"Bangalore/Bengaluru,Karnataka + 11 more",12 years old,"501-1000
						employees
						(Global)",
Dynamic Staffing S...,4.6,(39 Reviews),Private,Dubai + 7 more,44 years old,"501-1000
						employees
						(Global)"
Yashaswi Academy F...,3.7,(39 Reviews),Private,Pune + 16 more,37 years old,"501-1000
						employees
						(Global)"
FastInfo Legal Ser...,3.7,(39 Reviews),,,,
OM SOFTWARE,4.2,(39 Reviews),Private,"Bhopal,Madhya Pradesh + 5 more",13 years old,"201-500
						employees
						(Global)"
Global Analytics,3.9,(39 Reviews),Private,"San Diego,California + 3 more",18 years old,"201-500
						employees
						(India)"
Winjit Technologie...,3.4,(39 Reviews),Private,"Nasik/Nashik,Maharashtra + 1 more",17 years old,"201-500
						employees
						(Global)"
TransUnion,4.6,(39 Reviews),Private,"Chicago,Illinois + 3 more",53 years old,"201-500
						employees
						(India)"
Apeejay Surrendra ...,4.5,(39 Reviews),Private,Kolkata + 9 more,111 years old,"10001-50000
						employees
						(India)"
Apalya Technologie...,4.0,(39 Reviews),Hyderabad,16 years old,"51-200
						employees
						(Global)",
Cabcon India,3.5,(38 Reviews),Private,Kolkata + 6 more,28 years old,"201-500
						employees
						(Global)"
Nandan Petrochem,3.3,(38 Reviews),Public,"Mumbai,Maharashtra + 6 more",29 years old,"201-500
						employees
						(Global)"
Compact Lamps,3.5,(38 Reviews),Private,Noida + 4 more,31 years old,"501-1000
						employees
						(Global)"
Ram Kripal Singh C...,4.1,(38 Reviews),Ranchi + 5 more,,,
Panasonic Energy I...,3.6,(38 Reviews),Public,Vadodara + 9 more,49 years old,"501-1000
						employees
						(Global)"
Pooja Forge,3.4,(38 Reviews),Public,Faridabad + 2 more,35 years old,"501-1000
						employees
						(Global)"
sjs enterprises pv...,4.0,(38 Reviews),Bengaluru + 1 more,34 years old,"201-500
						employees
						(India)",
Kanchan Metals,4.1,(38 Reviews),Kolkata + 5 more,37 years old,"51-200
						employees
						(Global)",
Mega Cabs,3.9,(38 Reviews),Private,New Delhi + 12 more,20 years old,"51-200
						employees
						(Global)"
ImpactQA,3.7,(38 Reviews),Private,"New York,NY",10 years old,"201-500
						employees
						(Global)"
Interactive Avenue...,3.6,(38 Reviews),Private,Mumbai + 3 more,15 years old,"201-500
						employees
						(Global)"
Rotomaker,3.9,(38 Reviews),Hyderabad + 2 more,7 years old,"201-500
						employees
						(Global)",
Krishna Public Sch...,4.4,(38 Reviews),Private,Bhilai + 8 more,28 years old,"201-500
						employees
						(Global)"
Valuepoint Knowled...,3.3,(38 Reviews),Private,Bengaluru + 3 more,20 years old,"51-200
						employees
						(Global)"
Electromech Materi...,3.7,(38 Reviews),Private,"Pune,Maharashtra + 4 more",42 years old,"201-500
						employees
						(India)"
Careers360,3.0,(38 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",13 years old,"201-500
						employees
						(Global)"
Brainware Group of...,3.3,(38 Reviews),"Kolkata,West Bengal + 6 more",5 years old,,
Invertis Universit...,3.7,(38 Reviews),Private,Bareilly + 1 more,23 years old,"201-500
						employees
						(Global)"
VDart,3.6,(38 Reviews),Private,Alpharetta,14 years old,"201-500
						employees
						(India)"
Web Werks,2.5,(38 Reviews),Private,"Mumbai,Maharashtra + 3 more",25 years old,"1001-5000
						employees
						(Global)"
Futures First info...,3.6,(38 Reviews),Private,Gurgaon + 6 more,19 years old,"501-1000
						employees
						(Global)"
eGain Communicatio...,4.0,(38 Reviews),"Sunnyvale,California",24 years old,"501-1000
						employees
						(Global)",
Pritam Internation...,3.8,(38 Reviews),Private,New Delhi + 7 more,21 years old,
Unison Pharmaceuti...,4.4,(38 Reviews),Ahmedabad + 1 more,40 years old,"1001-5000
						employees
						(Global)",
Nesma,4.5,(38 Reviews),Private,Jeddah + 4 more,42 years old,"5001-10000
						employees
						(Global)"
RR Projects,4.2,(38 Reviews),Private,Gurgaon + 5 more,21 years old,
Apollo Sugar Clini...,3.8,(38 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",7 years old,"501-1000
						employees
						(Global)"
Wrangler,4.4,(38 Reviews),Private,Greensboro + 15 more,74 years old,"501-1000
						employees
						(Global)"
RSP Design Consult...,4.2,(38 Reviews),Private,Bengaluru + 6 more,25 years old,"201-500
						employees
						(Global)"
Vanasthali Public ...,3.6,(38 Reviews),"Ghaziabad,Uttar Pradesh + 4 more",43 years old,,
DM Wayanad Institu...,4.3,(38 Reviews),Private,Meppadi + 2 more,11 years old,"1001-5000
						employees
						(Global)"
Wyzmindz Solutions,3.6,(38 Reviews),Private,Bengaluru + 1 more,11 years old,"51-200
						employees
						(Global)"
Jain Amar Clothing,3.2,(38 Reviews),Gurgaon + 6 more,82 years old,"1001-5000
						employees
						(Global)",
Kumar Elastomech,4.1,(38 Reviews),Private,Pune + 2 more,16 years old,
Strateology It Sol...,3.9,(38 Reviews),Private,Schaumburg,16 years old,"201-500
						employees
						(Global)"
S N N Builders,4.7,(38 Reviews),Private,Bengaluru + 1 more,27 years old,"201-500
						employees
						(Global)"
Rampex Labs,4.1,(38 Reviews),Private,Medak,17 years old,
Lumax Mannoh Allie...,4.1,(38 Reviews),Private,Gurugram + 3 more,8 years old,
VOLTECH O AND M SE...,4.1,(38 Reviews),Chennai + 8 more,12 years old,"1001-5000
						employees
						(Global)",
Rama group,4.0,(38 Reviews),Private,"Pune,Maharashtra + 12 more",31 years old,"201-500
						employees
						(Global)"
Sharaf DG,3.3,(38 Reviews),Private,Dubai + 2 more,16 years old,"1001-5000
						employees
						(Global)"
Perennial Technolo...,4.0,(38 Reviews),Private,Pune + 4 more,16 years old,"51-200
						employees
						(Global)"
Vestian Global Wor...,3.7,(38 Reviews),Private,Chicago + 3 more,11 years old,"51-200
						employees
						(India)"
Nac Jewellers,4.4,(38 Reviews),Private,"Chennai,Tamil Nadu + 1 more",104 years old,"501-1000
						employees
						(Global)"
Pyung Hwa,3.6,(38 Reviews),Daegu,71 years old,"1001-5000
						employees
						(Global)",
Aarav Software Ser...,4.4,(38 Reviews),Private,Malad + 1 more,"51-200
						employees
						(India)",
Sterlite Power Gri...,3.5,(38 Reviews),Private,New Delhi + 7 more,11 years old,"1001-5000
						employees
						(Global)"
Ggs Engineering Se...,3.2,(38 Reviews),Secunderabad + 1 more,8 years old,"51-200
						employees
						(Global)",
Arabian Fal Holdin...,3.0,(38 Reviews),Private,Dammam + 5 more,42 years old,"5001-10000
						employees
						(Global)"
Qatar Fertiliser C...,4.3,(38 Reviews),Private,Mesaieed + 1 more,52 years old,"1001-5000
						employees
						(Global)"
Varaha Infra,3.8,(38 Reviews),Public,Jodhpur + 3 more,41 years old,"51-200
						employees
						(Global)"
Oaknorth Bank,2.3,(38 Reviews),Private,London,6 years old,"51-200
						employees
						(Global)"
Layam Flexi Soluti...,3.8,(38 Reviews),Private,Chennai + 6 more,14 years old,"1001-5000
						employees
						(Global)"
Paramatrix Technol...,3.3,(38 Reviews),Private,"Mumbai,Maharashtra + 1 more",17 years old,"1001-5000
						employees
						(Global)"
Nesma,4.5,(38 Reviews),Private,Jeddah + 4 more,42 years old,"5001-10000
						employees
						(Global)"
RR Projects,4.2,(38 Reviews),Private,Gurgaon + 5 more,21 years old,
Apollo Sugar Clini...,3.8,(38 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",7 years old,"501-1000
						employees
						(Global)"
Wrangler,4.4,(38 Reviews),Private,Greensboro + 15 more,74 years old,"501-1000
						employees
						(Global)"
Vishnu Cars,4.5,(38 Reviews),Private,Chennai + 2 more,20 years old,"201-500
						employees
						(Global)"
Strateology It Sol...,3.9,(38 Reviews),Private,Schaumburg,16 years old,"201-500
						employees
						(Global)"
S N N Builders,4.7,(38 Reviews),Private,Bengaluru + 1 more,27 years old,"201-500
						employees
						(Global)"
Rampex Labs,4.1,(38 Reviews),Private,Medak,17 years old,
Lumax Mannoh Allie...,4.1,(38 Reviews),Private,Gurugram + 3 more,8 years old,
Jain Amar Clothing,3.2,(38 Reviews),Gurgaon + 6 more,82 years old,"1001-5000
						employees
						(Global)",
Vestian Global Wor...,3.7,(38 Reviews),Private,Chicago + 3 more,11 years old,"51-200
						employees
						(India)"
Wyzmindz Solutions,3.6,(38 Reviews),Private,Bengaluru + 1 more,11 years old,"51-200
						employees
						(Global)"
Kumar Elastomech,4.1,(38 Reviews),Private,Pune + 2 more,16 years old,
RSP Design Consult...,4.2,(38 Reviews),Private,Bengaluru + 6 more,25 years old,"201-500
						employees
						(Global)"
Vanasthali Public ...,3.6,(38 Reviews),"Ghaziabad,Uttar Pradesh + 4 more",43 years old,,
Sharaf DG,3.3,(38 Reviews),Private,Dubai + 2 more,16 years old,"1001-5000
						employees
						(Global)"
DM Wayanad Institu...,4.3,(38 Reviews),Private,Meppadi + 2 more,11 years old,"1001-5000
						employees
						(Global)"
Perennial Technolo...,4.0,(38 Reviews),Private,Pune + 4 more,16 years old,"51-200
						employees
						(Global)"
Volansys Technolog...,3.6,(38 Reviews),Private,"Ahmedabad,Gujarat",13 years old,"501-1000
						employees
						(Global)"
Kalisma Steel,3.0,(38 Reviews),Private,Mumbai + 3 more,10 years old,"51-200
						employees
						(Global)"
Omega,3.8,(38 Reviews),Private,Sofia + 11 more,"51-200
						employees
						(Global)",
Rajshree Sugars & ...,3.4,(38 Reviews),"Coimbatore,Tamil Nadu + 4 more",36 years old,,
Haworth,3.9,(38 Reviews),Private,Holland + 4 more,73 years old,"5001-10000
						employees
						(Global)"
NTT Communications,4.0,(38 Reviews),Private,"Chiyoda City,Tokyo + 7 more",22 years old,"10001-50000
						employees
						(Global)"
Almondz Global Sec...,3.8,(38 Reviews),Public,New Delhi + 6 more,27 years old,
Currie & Brown,4.2,(38 Reviews),Private,London + 9 more,145 years old,"1001-5000
						employees
						(Global)"
Dataman Computer S...,3.6,(38 Reviews),Kanpur + 4 more,31 years old,"201-500
						employees
						(Global)",
Everest Kanto Cyli...,3.8,(38 Reviews),Public,"Mumbai,Maharashtra + 4 more",43 years old,"201-500
						employees
						(Global)"
The Andhra Sugars,3.3,(38 Reviews),Public,Tanuku + 1 more,74 years old,
Access Infotech,3.6,(38 Reviews),Private,Chandigarh + 8 more,26 years old,"201-500
						employees
						(Global)"
Ventech (India),3.7,(38 Reviews),Private,Pune + 3 more,9 years old,"11-50
						employees
						(Global)"
Acma Computers,3.5,(38 Reviews),Private,Mumbai + 1 more,29 years old,"201-500
						employees
						(Global)"
Metro Services,3.6,(38 Reviews),Private,Pune,10 years old,"51-200
						employees
						(Global)"
TECHINT INDIA,4.3,(38 Reviews),Private,Mumbai + 4 more,12 years old,"51-200
						employees
						(Global)"
Times Business Sol...,2.6,(38 Reviews),Public,Gurugram + 6 more,17 years old,"1001-5000
						employees
						(Global)"
Maini Materials Mo...,3.7,(38 Reviews),Private,Bengaluru + 7 more,37 years old,"1001-5000
						employees
						(Global)"
GBP Group,4.2,(38 Reviews),Chandigarh + 6 more,"201-500
						employees
						(Global)",,
Indus Integrated I...,2.6,(38 Reviews),Kolkata + 8 more,18 years old,,
Yethi Consulting,4.0,(38 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",8 years old,"201-500
						employees
						(Global)",
Cloudtail India,3.8,(38 Reviews),Private,"Bengaluru,Karnataka",7 years old,"501-1000
						employees
						(Global)"
Edwisor,3.9,(38 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",6 years old,"51-200
						employees
						(Global)"
Indian Rare Earths,3.8,(38 Reviews),Mumbai + 4 more,71 years old,"1001-5000
						employees
						(Global)",
Astec LifeSciences,3.8,(38 Reviews),Public,"Mumbai,Maharashtra + 2 more",27 years old,
Medicamen Biotech,4.1,(38 Reviews),Public,"New Delhi,Delhi + 3 more",28 years old,"201-500
						employees
						(Global)"
Aiocd Pharmasoftte...,3.9,(38 Reviews),Private,Chennai + 6 more,14 years old,"51-200
						employees
						(Global)"
PPS International,3.9,(38 Reviews),Public,Greater Noida + 4 more,18 years old,"51-200
						employees
						(Global)"
BLR Logistiks (I),4.4,(38 Reviews),Private,Mumbai + 10 more,53 years old,"501-1000
						employees
						(Global)"
Uniglobe Air Trave...,3.6,(38 Reviews),Vancouver + 7 more,40 years old,"1001-5000
						employees
						(Global)",
Kudos Chemie,3.2,(38 Reviews),Public,Dera Bassi + 4 more,33 years old,"501-1000
						employees
						(Global)"
Calyx Chemicals & ...,4.0,(38 Reviews),"Mumbai,Maharashtra + 4 more",42 years old,"501-1000
						employees
						(Global)",
Maire Tecnimont,4.3,(38 Reviews),Private,Milan + 2 more,16 years old,"5001-10000
						employees
						(Global)"
Ahalia Hospital,3.0,(38 Reviews),Public,Abu Dhabi + 2 more,37 years old,"1001-5000
						employees
						(Global)"
Mahabal Auto Ancil...,4.3,(38 Reviews),Sangli + 3 more,56 years old,,
Icl Fincorp,2.7,(38 Reviews),Private,"Thrissur/Trichur,Kerala + 6 more",22 years old,"201-500
						employees
						(Global)"
Structwel,4.0,(38 Reviews),Private,Navi Mumbai + 6 more,54 years old,"201-500
						employees
						(Global)"
Anup Engineering,3.6,(38 Reviews),Public,Ahmedabad + 1 more,59 years old,"201-500
						employees
						(Global)"
Unicorn DenMart,4.0,(38 Reviews),"Delhi/NCR,Delhi + 6 more",27 years old,"201-500
						employees
						(Global)",
Hotel Sea Princess,3.4,(38 Reviews),"Mumbai,Maharashtra",34 years old,"501-1000
						employees
						(Global)",
